,geneProtein_label,therapy_label,disease_label,drug_label,NDCCode_label,combinationDrug_label,negGeProDr_label,firstLine,acceleratedApproval,acceleratedApprovalRate,metastatic
386,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
387,USP,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
388,*,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
389,estrogen and progesterone receptor,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
390,tamoxifen,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
391,Tamoxifen,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
392,tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
393,BOXED WARNING,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,tamoxifen,,,,
394,BRCA1,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
395,BRCA2,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
396,Tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
397,USP,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
398,*,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
399,estrogen receptor,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
400,estrogen and progesterone receptor,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
401,tamoxifen,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
402,Tamoxifen,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
403,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
404,BOXED WARNING,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,tamoxifen,,,,
405,BRCA1,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
406,BRCA2,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0942-0,,,,,,
407,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,Yes
408,USP,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,Yes
409,*,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,Yes
410,estrogen receptor,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
411,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
412,USP,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
413,*,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
414,estrogen and progesterone receptor,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
415,tamoxifen,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
416,Tamoxifen,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
417,tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
418,BOXED WARNING,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,tamoxifen,,,,
419,BRCA1,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
420,BRCA2,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
421,Tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
422,USP,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
423,*,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
424,estrogen receptor,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
425,estrogen and progesterone receptor,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
426,tamoxifen,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
427,Tamoxifen,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
428,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
429,BOXED WARNING,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,tamoxifen,,,,
430,BRCA1,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
431,BRCA2,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,50090-0485-1,,,,,,
432,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,Yes
433,tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,Yes
434,tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
435,estrogen receptor,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
436,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
437,*,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
438,progesterone-receptor,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
439,tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,tamoxifen citrate,,,,
440,tamoxifen,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
441,BRCA1,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
442,BRCA2,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
443,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
444,*,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,"71335-0893-1, 71335-0893-2, 71335-0893-3, 71335-0893-4, 71335-0893-5, 71335-0893-6",,,,,,
445,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,Yes
446,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,Yes
447,estrogen receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
448,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
449,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
450,estrogen and progesterone receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
451,tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
452,Tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
453,BOXED WARNING,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,tamoxifen,,,,
454,BRCA1,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
455,BRCA2,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
456,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
457,BOXED WARNING,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
458,*,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-0237-1, 71335-0237-2, 71335-0237-3, 71335-0237-4, 71335-0237-5, 71335-0237-6",,,,,,
459,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,Yes
460,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,Yes
461,estrogen receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
462,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
463,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
464,estrogen and progesterone receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
465,tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
466,Tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
467,tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
468,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,tamoxifen,,,,
469,BRCA1,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
470,BRCA2,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
471,Tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
472,*,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
473,estrogen receptor,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
474,estrogen and progesterone receptor,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
475,tamoxifen,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
476,Tamoxifen,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
477,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
478,*,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,tamoxifen,,,,
479,BRCA1,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
480,BRCA2,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","71335-1424-1, 71335-1424-2, 71335-1424-3, 71335-1424-4, 71335-1424-5, 71335-1424-6",,,,,,
481,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,Yes
482,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,Yes
483,estrogen receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
484,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
485,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
486,estrogen and progesterone receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
487,tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
488,Tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
489,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,tamoxifen,,,,
490,BRCA1,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
491,BRCA2,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
492,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
493,*,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","60429-909-60, 60429-910-30",,,,,,
494,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,Yes
495,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,Yes
496,estrogen receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
497,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
498,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
499,estrogen and progesterone receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
500,tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
501,Tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
502,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,tamoxifen,,,,
503,BRCA1,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
504,BRCA2,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
505,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
506,*,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","63739-269-10, 63739-269-42",,,,,,
507,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,Yes
508,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,Yes
509,estrogen receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
510,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
511,*,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
512,estrogen and progesterone receptor,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
513,tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
514,Tamoxifen,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
515,BOXED WARNING,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,tamoxifen,,,,
516,BRCA1,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
517,BRCA2,Tamoxifen Citrate,Breast cancer,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
518,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
519,BOXED WARNING,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
520,*,Tamoxifen Citrate,Ductal carcinoma in situ,"TAMOXIFEN CITRATE tablet, film coated","54868-3004-2, 54868-3004-3, 54868-3004-4, 54868-3004-5, 54868-4287-0, 54868-4287-1, 54868-4287-2, 54868-4287-3, 54868-4287-4",,,,,,
521,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,Yes
522,USP,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,Yes
523,*,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,Yes
524,estrogen receptor,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
525,Tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
526,USP,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
527,*,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
528,estrogen and progesterone receptor,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
529,tamoxifen,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
530,Tamoxifen,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
531,tamoxifen citrate,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
532,*,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,tamoxifen,,,,
533,BRCA1,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
534,BRCA2,Tamoxifen Citrate,Breast cancer,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
535,Tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
536,USP,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
537,*,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
538,estrogen receptor,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
539,estrogen and progesterone receptor,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
540,tamoxifen,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
541,Tamoxifen,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
542,tamoxifen citrate,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
543,*,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,tamoxifen,,,,
544,BRCA1,Tamoxifen Citrate,Ductal carcinoma in situ,TAMOXIFEN CITRATE tablet,68071-5254-3,,,,,,
